country,survey_name,source_archive,relative_path,filename,format,size,number_of_rows,number_of_columns,survey_year,wave_or_round,probable_observation_level,variable_names,variable_labels,value_label_availability,candidate_id_variables,candidate_weight_variables,candidate_strata,candidate_psu,candidate_region,candidate_urban_rural_variable,candidate_date_variables,duplicate_row_risk,all_missing_column_count,warnings,notes
kyrgyzstan,Life in Kyrgyzstan Study (LiK),kyrgyzstan-02-b52af7b045d9,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/mroster/mroster1013_short.sav,mroster1013_short.sav,sav,1528780,16078,17,,,UNCERTAIN,"[""idpp"", ""idp10"", ""idp11"", ""idp12"", ""idp13"", ""hhidp"", ""hhid10"", ""hhid11"", ""hhid12"", ""hhid13"", ""pid10"", ""pid11"", ""pid12"", ""pid13"", ""bmn"", ""byr"", ""gender""]","{""bmn"": ""Month of birth"", ""byr"": ""Year of birth"", ""gender"": ""1 male; 2 female"", ""hhid10"": ""HH ID in LiK10"", ""hhid11"": ""HH ID in LiK11"", ""hhid12"": ""HH ID in LiK12"", ""hhid13"": ""HH ID in LiK13"", ""hhidp"": ""Panel HH ID in LiK"", ""idp10"": ""Unique individual identifier in LiK10"", ""idp11"": ""Unique individual identifier in LiK11"", ""idp12"": ""Unique individual identifier in LiK12"", ""idp13"": ""Unique individual identifier in LiK13"", ""idpp"": ""Unique panel individual identifier"", ""pid10"": ""Individual ID in LiK10"", ""pid11"": ""Individual ID in LiK11"", ""pid12"": ""Individual ID in LiK12"", ""pid13"": ""Individual ID in LiK13""}",0,"[""idpp"", ""hhidp"", ""hhid10"", ""hhid11"", ""hhid12"", ""hhid13"", ""pid10"", ""pid11"", ""pid12"", ""pid13""]",[],[],[],[],[],"[""bmn"", ""byr""]",no exact duplicate rows,0,,Metadata read successfully; no respondent values exported.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),kyrgyzstan-02-4f932d8b00ca,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/mroster/mroster1013_short.dta,mroster1013_short.dta,dta,727263,16078,17,,,UNCERTAIN,"[""idpp"", ""idp10"", ""idp11"", ""idp12"", ""idp13"", ""hhidp"", ""hhid10"", ""hhid11"", ""hhid12"", ""hhid13"", ""pid10"", ""pid11"", ""pid12"", ""pid13"", ""bmn"", ""byr"", ""gender""]","{""bmn"": ""Month of birth"", ""byr"": ""Year of birth"", ""gender"": ""1 male; 2 female"", ""hhid10"": ""HH ID in LiK10"", ""hhid11"": ""HH ID in LiK11"", ""hhid12"": ""HH ID in LiK12"", ""hhid13"": ""HH ID in LiK13"", ""hhidp"": ""Panel HH ID in LiK"", ""idp10"": ""Unique individual identifier in LiK10"", ""idp11"": ""Unique individual identifier in LiK11"", ""idp12"": ""Unique individual identifier in LiK12"", ""idp13"": ""Unique individual identifier in LiK13"", ""idpp"": ""Unique panel individual identifier"", ""pid10"": ""Individual ID in LiK10"", ""pid11"": ""Individual ID in LiK11"", ""pid12"": ""Individual ID in LiK12"", ""pid13"": ""Individual ID in LiK13""}",0,"[""idpp"", ""hhidp"", ""hhid10"", ""hhid11"", ""hhid12"", ""hhid13"", ""pid10"", ""pid11"", ""pid12"", ""pid13""]",[],[],[],[],[],"[""bmn"", ""byr""]",no exact duplicate rows,0,,Metadata read successfully; no respondent values exported.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),kyrgyzstan-02-4f932d8b00ca,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2013/individual/id3c.dta,id3c.dta,dta,182135,4372,37,2013,2013,person,"[""hhid"", ""pid"", ""i370"", ""i371_m"", ""i371_y"", ""i372"", ""i373"", ""i374"", ""i375"", ""i376"", ""i377"", ""i378_1"", ""i378_2"", ""i378_3"", ""i378_4"", ""i378_5"", ""i378_6"", ""i378_7"", ""i378_8"", ""i379"", ""i380"", ""i381"", ""i382"", ""i383"", ""i384"", ""i385"", ""i386_1"", ""i386_2"", ""i386_3"", ""i386_4"", ""i386_5"", ""i386_6"", ""i386_7"", ""i386_8"", ""i386_9"", ""i386_10"", ""i386_99""]","{""hhid"": ""household code in 2013"", ""i370"": ""Have you ever had a job (in an enterprise, farm, household) or your own business"", ""i371_m"": ""in which month and year did you leave your last job?  months:"", ""i371_y"": ""in which month and year did you leave your last job?  years:"", ""i372"": ""why did you leave your last job?"", ""i373"": ""in what sector was your last job?"", ""i374"": ""which position did you hold in your last job?"", ""i375"": ""would you like to have a paid job?"", ""i376"": ""have you been looking for work during the past 7 days?"", ""i377"": ""what is the main reason you have not been looking for work?"", ""i378_1"": ""what did you do to find a job in the past month? applied to a state empl.service"", ""i378_2"": ""applied to a private empl.serv./what did you do to find a job in the past month?"", ""i378_3"": ""gave/look for announcements/what did you do to find a job in the past month?"", ""i378_4"": ""appealed to friends, relatives /what did you do to find a job in the past month?"", ""i378_5"": ""directly appealed to employers/ what did you do to find a job in the past month?"", ""i378_6"": ""searched for funds to launch business/ what did you do to find a job in the past"", ""i378_7"": ""other ways /what did you do to find a job in the past month?"", ""i378_8"": ""have not undertaken any steps /what did you do to find a job in the past month?"", ""i379"": ""how long have you been looking for a job or trying to organize your business?"", ""i380"": ""are you registered with state employment service as unemployed as of this week?"", ""i381"": ""have you been given unemployment benefits?"", ""i382"": ""have you been offered to take a retraining course or do community service works?"", ""i383"": ""would you be able to start a job within 2 weeks after the surveyed week?"", ""i384"": ""what kind of job are you looking for?"", ""i385"": ""based on what kind of employment contract would you be ready to start working?"", ""i386_1"": ""which are the main challenges in finding a job or open an own business today? Ec"", ""i386_10"": ""..Other"", ""i386_2"": ""..Financial crisis"", ""i386_3"": ""..Not a suitable season"", ""i386_4"": ""..Not enough jobs"", ""i386_5"": ""..Some needs a qualification"", ""i386_6"": ""..Must have connections"", ""i386_7"": ""..Hard to access financing"", ""i386_8"": ""..Hard to get permission"", ""i386_9"": ""..Political instability/violence"", ""i386_99"": ""..Don't know"", ""pid"": ""individual code in 2013""}",34,[],[],[],[],[],[],"[""i371_m"", ""i371_y"", ""i378_1"", ""i378_2"", ""i378_3"", ""i378_4"", ""i378_5"", ""i378_7"", ""i378_8""]",no exact duplicate rows,0,,Metadata read successfully; no respondent values exported.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),kyrgyzstan-02-4f932d8b00ca,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2013/individual/id3d.dta,id3d.dta,dta,180036,10393,16,2013,2013,person,"[""hhid13"", ""pid13"", ""activity"", ""i390_1"", ""i390_2"", ""i390_3"", ""i390_4"", ""i390_5"", ""i390_6"", ""i390_7"", ""i390_8"", ""i390_9"", ""i390_10"", ""i390_11"", ""i390_12"", ""i390_13""]","{""activity"": ""activity"", ""hhid13"": ""household code in 2013"", ""i390_1"": ""oct 2012"", ""i390_10"": ""jul 2013"", ""i390_11"": ""aug 2013"", ""i390_12"": ""sep 2013"", ""i390_13"": ""oct 2013"", ""i390_2"": ""nov 2012"", ""i390_3"": ""dec 2012"", ""i390_4"": ""jan 2013"", ""i390_5"": ""feb 2013"", ""i390_6"": ""mar 2013"", ""i390_7"": ""apr 2013"", ""i390_8"": ""may 2013"", ""i390_9"": ""jun 2013"", ""pid13"": ""individual code in 2013""}",1,[],[],[],[],[],[],[],no exact duplicate rows,0,,Metadata read successfully; no respondent values exported.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),kyrgyzstan-02-4f932d8b00ca,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2013/individual/id3e.dta,id3e.dta,dta,73499,2438,27,2013,2013,person,"[""hhid"", ""pid"", ""activity"", ""y1989"", ""y1990"", ""y1991"", ""y1992"", ""y1993"", ""y1994"", ""y1995"", ""y1996"", ""y1997"", ""y1998"", ""y1999"", ""y2000"", ""y2001"", ""y2002"", ""y2003"", ""y2004"", ""y2005"", ""y2006"", ""y2007"", ""y2008"", ""y2009"", ""y2010"", ""y2011"", ""y2012""]","{""activity"": ""in year...... were you ...?"", ""hhid"": ""household code in 2013"", ""pid"": ""individual code in 2013"", ""y1989"": ""1989"", ""y1990"": ""1990"", ""y1991"": ""1991"", ""y1992"": ""1992"", ""y1993"": ""1993"", ""y1994"": ""1994"", ""y1995"": ""1995"", ""y1996"": ""1996"", ""y1997"": ""1997"", ""y1998"": ""1998"", ""y1999"": ""1999"", ""y2000"": ""2000"", ""y2001"": ""2001"", ""y2002"": ""2002"", ""y2003"": ""2003"", ""y2004"": ""2004"", ""y2005"": ""2005"", ""y2006"": ""2006"", ""y2007"": ""2007"", ""y2008"": ""2008"", ""y2009"": ""2009"", ""y2010"": ""2010"", ""y2011"": ""2011"", ""y2012"": ""2012""}",2,[],[],[],[],[],[],"[""activity""]",no exact duplicate rows,0,,Metadata read successfully; no respondent values exported.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),kyrgyzstan-02-4f932d8b00ca,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2013/individual/id4.dta,id4.dta,dta,324262,7637,37,2013,2013,person,"[""hhid"", ""pid"", ""i401"", ""i402"", ""i403"", ""i404"", ""i405"", ""i406"", ""i407"", ""i408"", ""i409"", ""i410"", ""i411"", ""i412"", ""i413"", ""i414"", ""i415"", ""i416"", ""i417_oct12"", ""i417_nov12"", ""i417_dec12"", ""i417_jan13"", ""i417_feb13"", ""i417_mar13"", ""i417_apr13"", ""i417_may13"", ""i417_jun13"", ""i417_jul13"", ""i417_aug13"", ""i417_sep13"", ""i417_oct13"", ""i418"", ""i419"", ""i420"", ""i421"", ""i422"", ""i423""]","{""hhid"": ""Household ID in 2013"", ""i401"": ""were you born in the community you currently live in?"", ""i402"": ""Which oblast or city in Kyrgyzstan you were born?"", ""i403"": ""Which country you were born?"", ""i404"": ""Which year did you leave this country?"", ""i405"": ""where did you live before coming to this current place of living?"", ""i406"": ""In which country have you lived before?"", ""i407"": ""When did you leave this country?"", ""i408"": ""what kind of area was your previous place of living?"", ""i409"": ""When did you move to your current place of living?"", ""i410"": ""Why did you move to your current place of living?"", ""i411"": ""how many times did you move during the last 5 years (for more than 1 month)?"", ""i412"": ""did you ever live abroad for more than one month?"", ""i413"": ""how long did you live abroad during your last stay?"", ""i414"": ""in which country did you stay during your last stay?"", ""i415"": ""during the last 12 months, have you been abroad for more than one month?"", ""i416"": ""during the last 12 months, have you been elsewhere in kyrgyzstan for more than o"", ""i417_apr13"": ""were you elsewhere in Kyrgyzstan or abroad in Apr 2013"", ""i417_aug13"": ""were you elsewhere in Kyrgyzstan or abroad in Aug 2013"", ""i417_dec12"": ""were you elsewhere in Kyrgyzstan or abroad in Dec 2012"", ""i417_feb13"": ""were you elsewhere in Kyrgyzstan or abroad in Feb 2013"", ""i417_jan13"": ""were you elsewhere in Kyrgyzstan or abroad in Jan 2013"", ""i417_jul13"": ""were you elsewhere in Kyrgyzstan or abroad in Jul 2013"", ""i417_jun13"": ""were you elsewhere in Kyrgyzstan or abroad in Jun 2013"", ""i417_mar13"": ""were you elsewhere in Kyrgyzstan or abroad in Mar 2013"", ""i417_may13"": ""were you elsewhere in Kyrgyzstan or abroad in May 2013"", ""i417_nov12"": ""were you elsewhere in Kyrgyzstan or abroad in Nov 2012"", ""i417_oct12"": ""were you elsewhere in Kyrgyzstan or abroad in Oct 2012"", ""i417_oct13"": ""were you elsewhere in Kyrgyzstan or abroad in Oct 2013"", ""i417_sep13"": ""were you elsewhere in Kyrgyzstan or abroad in Sep 2013"", ""i418"": ""If you were away, were you working during those months?"", ""i419"": ""are you planning to move within kyrgyzstan in the following 12 months for more t"", ""i420"": ""which oblast are you planning to move to?"", ""i421"": ""Are you planning to move abroad within next 12 months for more than 1 month?"", ""i422"": ""which country are you planning to move to?"", ""i423"": ""If affordable, which country would you like to move to?"", ""pid"": ""individual code in 2013""}",32,"[""hhid""]",[],[],[],"[""i402"", ""i420""]",[],"[""i404"", ""i411"", ""i412"", ""i415"", ""i421""]",no exact duplicate rows,0,,Metadata read successfully; no respondent values exported.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),kyrgyzstan-02-4f932d8b00ca,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2013/individual/id5b.dta,id5b.dta,dta,290945,7655,36,2013,2013,person,"[""hhid"", ""pid"", ""i500_01"", ""i500_02"", ""i500_03"", ""i500_04"", ""i500_05"", ""i500_06"", ""i500_07"", ""i500_08"", ""i500_09"", ""i500_10"", ""i500_11"", ""i500_12"", ""i500_13"", ""i500_14"", ""i500_15"", ""i500_16"", ""i500_17"", ""i500_18"", ""i500_19"", ""i500_20"", ""i500_21"", ""i500_22"", ""i500_23"", ""i500_24"", ""i500_25"", ""i500_26"", ""i500_27"", ""i500_28"", ""i500_29"", ""i500_30"", ""i500_31"", ""i500_32"", ""i500_33"", ""i500_34""]","{""hhid"": ""household code in 2013"", ""i500_01"": ""what to grow in garden"", ""i500_02"": ""where to shop"", ""i500_03"": ""whether to buy major items (e.g. car, house)"", ""i500_04"": ""whether or not to lend money to others"", ""i500_05"": ""how much money to lend to others"", ""i500_06"": ""how much money to present to relative on wedding / celebration/ funerals"", ""i500_07"": ""whether or not to borrow money from others"", ""i500_08"": ""how much money to borrow from others"", ""i500_09"": ""how to name the newborns"", ""i500_10"": ""how many children to have"", ""i500_11"": ""children's well-being/health"", ""i500_12"": ""whether children attend school"", ""i500_13"": ""whether children do their homework"", ""i500_14"": ""whether son/sons participates in the fieldwork (main land plot)"", ""i500_15"": ""whether a son should support in garden work"", ""i500_16"": ""whether daughter/daughters participates in the fieldwork"", ""i500_17"": ""whether a daughter should support in garden work"", ""i500_18"": ""marriage of male household members"", ""i500_19"": ""marriage of female household members"", ""i500_20"": ""value of bride price to be paid"", ""i500_21"": ""where male household member should work"", ""i500_22"": ""where female household member should work"", ""i500_23"": ""how much of HH income to spend for consumption"", ""i500_24"": ""how much to save of household income"", ""i500_25"": ""where to invest household income"", ""i500_26"": ""relationships with neighbours"", ""i500_27"": ""participation to discuss community issues"", ""i500_28"": ""migration of a household member"", ""i500_29"": ""how to use remittances"", ""i500_30"": ""taking care of elderly"", ""i500_31"": ""which production crop to cultivate"", ""i500_32"": ""which livestock to keep"", ""i500_33"": ""when and for what price to sell harvest"", ""i500_34"": ""when and at what price to sell the livestock"", ""pid"": ""individual code in 2013""}",34,[],[],[],[],[],[],[],no exact duplicate rows,0,,Metadata read successfully; no respondent values exported.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),kyrgyzstan-02-4f932d8b00ca,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2013/individual/id5c.dta,id5c.dta,dta,3261094,56967,53,2013,2013,person,"[""hhid"", ""pid"", ""i501"", ""i502"", ""activity"", ""t0400"", ""t0430"", ""t0500"", ""t0530"", ""t0600"", ""t0630"", ""t0700"", ""t0730"", ""t0800"", ""t0830"", ""t0900"", ""t0930"", ""t1000"", ""t1030"", ""t1100"", ""t1130"", ""t1200"", ""t1230"", ""t1300"", ""t1330"", ""t1400"", ""t1430"", ""t1500"", ""t1530"", ""t1600"", ""t1630"", ""t1700"", ""t1730"", ""t1800"", ""t1830"", ""t1900"", ""t1930"", ""t2000"", ""t2030"", ""t2100"", ""t2130"", ""t2200"", ""t2230"", ""t2300"", ""t2330"", ""t0000"", ""t0030"", ""t0100"", ""t0130"", ""t0200"", ""t0230"", ""t0300"", ""t0330""]","{""activity"": ""Type of activity"", ""hhid"": ""household code in 2013"", ""i501"": ""Reference date"", ""i502"": ""Weekday of the reference date"", ""pid"": ""individual code in 2013"", ""t0000"": ""t0000"", ""t0030"": ""t0030"", ""t0100"": ""t0100"", ""t0130"": ""t0130"", ""t0200"": ""t0200"", ""t0230"": ""t0230"", ""t0300"": ""t0300"", ""t0330"": ""t0330"", ""t0400"": ""t0400"", ""t0430"": ""t0430"", ""t0500"": ""t0500"", ""t0530"": ""t0530"", ""t0600"": ""t0600"", ""t0630"": ""t0630"", ""t0700"": ""t0700"", ""t0730"": ""t0730"", ""t0800"": ""t0800"", ""t0830"": ""t0830"", ""t0900"": ""t0900"", ""t0930"": ""t0930"", ""t1000"": ""t1000"", ""t1030"": ""t1030"", ""t1100"": ""t1100"", ""t1130"": ""t1130"", ""t1200"": ""t1200"", ""t1230"": ""t1230"", ""t1300"": ""t1300"", ""t1330"": ""t1330"", ""t1400"": ""t1400"", ""t1430"": ""t1430"", ""t1500"": ""t1500"", ""t1530"": ""t1530"", ""t1600"": ""t1600"", ""t1630"": ""t1630"", ""t1700"": ""t1700"", ""t1730"": ""t1730"", ""t1800"": ""t1800"", ""t1830"": ""t1830"", ""t1900"": ""t1900"", ""t1930"": ""t1930"", ""t2000"": ""t2000"", ""t2030"": ""t2030"", ""t2100"": ""t2100"", ""t2130"": ""t2130"", ""t2200"": ""t2200"", ""t2230"": ""t2230"", ""t2300"": ""t2300"", ""t2330"": ""t2330""}",30,[],[],[],[],[],[],[],no exact duplicate rows,0,,Metadata read successfully; no respondent values exported.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),kyrgyzstan-02-4f932d8b00ca,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2013/individual/id5d.dta,id5d.dta,dta,87005,3531,22,2013,2013,person,"[""hhid"", ""pid"", ""i516_a"", ""i516"", ""i517"", ""i518"", ""i519"", ""i520_1"", ""i521_1"", ""i522_1"", ""i523_1"", ""i525_1"", ""i526_1"", ""i520_2"", ""i521_2"", ""i522_2"", ""i523_2"", ""i525_2"", ""i526_2"", ""i527"", ""i527_a"", ""i527_b""]","{""hhid"": ""household code in 2013"", ""i516"": ""are you currently married?"", ""i516_a"": ""Was there any change in your marital status/number of children in the last 12 m?"", ""i517"": ""Have you ever been married?"", ""i518"": ""What is your marital status now?"", ""i519"": ""Have you been married once, or more than once?"", ""i520_1"": ""How old were you when you got married: First marriage"", ""i520_2"": ""How old were you when you got married: Second marriage"", ""i521_1"": ""How old was your husband when you got married: First marriage"", ""i521_2"": ""How old was your husband when you got married: Second marriage"", ""i522_1"": ""How did this marriage come about: First marriage"", ""i522_2"": ""How did this marriage come about: Second marriage"", ""i523_1"": ""Did your husband or his family pay kalym to your family: First marriage"", ""i523_2"": ""Did your husband or his family pay kalym to your family: Second marriage"", ""i525_1"": ""are you still in this marriage today: First marriage"", ""i525_2"": ""are you still in this marriage today: Second marriage"", ""i526_1"": ""How old were you when the marriage ended: First marriage"", ""i526_2"": ""How old were you when the marriage ended: Second marriage"", ""i527"": ""How many births did your mother have in her lifetime?"", ""i527_a"": ""Have you ever given birth?"", ""i527_b"": ""How many births did you have in your lifetime?"", ""pid"": ""individual code in 2013""}",15,[],[],[],[],[],[],[],no exact duplicate rows,1,,Metadata read successfully; no respondent values exported.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),kyrgyzstan-02-4f932d8b00ca,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2013/individual/id5dch.dta,id5dch.dta,dta,17447,923,11,2013,2013,person,"[""hhid"", ""pid"", ""i528"", ""i530"", ""i531_mm"", ""i531_yy"", ""i532"", ""i533"", ""i534"", ""i535_age"", ""i535_t""]","{""hhid"": ""household code in 2013"", ""i528"": ""child no."", ""i530"": ""gender"", ""i531_mm"": ""when was born?  month"", ""i531_yy"": ""when was born?  year"", ""i532"": ""birthweight of child in kg"", ""i533"": ""is living with you?"", ""i534"": ""is currently alive?"", ""i535_age"": ""how old was when he/she died? (number)"", ""i535_t"": ""how old was when he/she died? (unit)"", ""pid"": ""individual code in 2013""}",5,[],[],[],[],[],[],"[""i531_mm"", ""i531_yy""]",no exact duplicate rows,0,,Metadata read successfully; no respondent values exported.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),kyrgyzstan-02-4f932d8b00ca,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2013/individual/id5e.dta,id5e.dta,dta,98491,7372,12,2013,2013,person,"[""hhid"", ""pid"", ""i537_1"", ""i537_2"", ""i537_3"", ""i537_4"", ""i537_5"", ""i537_6"", ""i537_7"", ""i537_8"", ""i537_9"", ""i537_10""]","{""hhid"": ""household code in 2013"", ""i537_1"": ""important decisions should be made by the husband rather than the wife"", ""i537_10"": ""woman should not work outside her home due to religious considerations"", ""i537_2"": ""a man’s job is to earn money; a woman’s job is to look after the home and family"", ""i537_3"": ""a woman is really fulfilled only when she becomes a mother"", ""i537_4"": ""a working woman can establish just as warm and secure of a relationship with her"", ""i537_5"": ""a husband’s career should be more important to the wife than her own"", ""i537_6"": ""a university education is more important for a boy than for a girl"", ""i537_7"": ""both the husband and the wife should contribute to the household income"", ""i537_8"": ""being a housewife is just as fulfilling as working for pay"", ""i537_9"": ""a pre-school child is likely to suffer if his/her mother works"", ""pid"": ""individual code in 2013""}",10,[],[],[],[],[],[],[],no exact duplicate rows,0,,Metadata read successfully; no respondent values exported.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),kyrgyzstan-02-4f932d8b00ca,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2013/individual/id5f.dta,id5f.dta,dta,20923,627,24,2013,2013,person,"[""hhid"", ""pid"", ""i540"", ""i541"", ""i542"", ""i543_1"", ""i544_1"", ""i544_2"", ""i544_3"", ""i544_4"", ""i545"", ""i546_1"", ""i546_2"", ""i546_3"", ""i546_4"", ""i546_5"", ""i546_6"", ""i546_7"", ""i546_8"", ""i546_9"", ""i546_10"", ""i546_11"", ""i546_12"", ""i546_13""]","{""hhid"": ""household code in 2013"", ""i540"": ""do you provide care to elderly people?"", ""i541"": ""who are the elderly people that you provide care to?"", ""i542"": ""how many elderly people do you provide care for?"", ""i543_1"": ""Person 1: does he/she live in the HH?"", ""i544_1"": ""Person 1: his or her ID from HH roster?"", ""i544_2"": ""Person 2: his or her ID from HH roster?"", ""i544_3"": ""Person 3: his or her ID from HH roster?"", ""i544_4"": ""Person 4: his or her ID from HH roster?"", ""i545"": ""does any of the elderly persons pay you for your help?"", ""i546_1"": ""How many hours per day do you help to take bath?"", ""i546_10"": ""..to shop?"", ""i546_11"": ""..to make phone calls?"", ""i546_12"": ""..to use electrical appliances?"", ""i546_13"": ""..to commute within the community?"", ""i546_2"": ""..to get dressed?"", ""i546_3"": ""..to move withing dwelling?"", ""i546_4"": ""..to get up from bed and lay down to bed?"", ""i546_5"": ""..to reach a toilet?"", ""i546_6"": ""..to eat?"", ""i546_7"": ""..do household chores?"", ""i546_8"": ""..take medicine as doctors instructed?"", ""i546_9"": ""..to manage money?"", ""pid"": ""individual code in 2013""}",4,"[""i544_1"", ""i544_2"", ""i544_3"", ""i544_4""]",[],[],[],[],[],[],no exact duplicate rows,2,,Metadata read successfully; no respondent values exported.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),kyrgyzstan-02-4f932d8b00ca,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2013/individual/id6.dta,id6.dta,dta,180311,7619,22,2013,2013,person,"[""hhid"", ""pid"", ""i601_1"", ""i601_2"", ""i601_3"", ""i601_4"", ""i601_5"", ""i601_6"", ""i601_7"", ""i601_8"", ""i601_9"", ""i601_10"", ""i601_11"", ""i601_12"", ""i601_13"", ""i601_14"", ""i601_15"", ""i601_16"", ""i601_17"", ""i601_18"", ""i601_19"", ""i601_20""]","{""hhid"": ""household code in 2013"", ""i601_1"": ""general economic development"", ""i601_10"": ""your personal security"", ""i601_11"": ""inter-ethnic tensions in kyrgyzstan"", ""i601_12"": ""the stability of the political system"", ""i601_13"": ""local political disorders"", ""i601_14"": ""the future of your children"", ""i601_15"": ""corruption"", ""i601_16"": ""food/gas prices"", ""i601_17"": ""if you are employed: your job security"", ""i601_18"": ""land disputes"", ""i601_19"": ""relations with yoru neighbours, friends, colleagues"", ""i601_2"": ""your own economic situation"", ""i601_20"": ""recognition by others"", ""i601_3"": ""quality of education"", ""i601_4"": ""your own health"", ""i601_5"": ""the health of your family members"", ""i601_6"": ""energy supply to your household"", ""i601_7"": ""environmental protection"", ""i601_8"": ""global terrorism"", ""i601_9"": ""criminality/vandalism in kyrgyzstan"", ""pid"": ""individual code in 2013""}",20,[],[],[],[],[],[],[],no exact duplicate rows,0,,Metadata read successfully; no respondent values exported.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),kyrgyzstan-02-4f932d8b00ca,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2013/individual/id7.dta,id7.dta,dta,205820,7619,25,2013,2013,person,"[""hhid"", ""pid"", ""i701_1"", ""i701_2"", ""i701_3"", ""i701_4"", ""i701_5"", ""i701_6"", ""i701_7"", ""i701_8"", ""i701_9"", ""i702_1"", ""i702_2"", ""i702_3"", ""i702_4"", ""i702_5"", ""i702_6"", ""i702_7"", ""i702_8"", ""i702_9"", ""i702_a"", ""i703"", ""i703_a"", ""i704"", ""i704_a""]","{""hhid"": ""household code in 2013"", ""i701_1"": ""i feel safe when walking alone in the neighbourhood during the day."", ""i701_2"": ""i feel safe when walking alone in the neighbourhood during the night."", ""i701_3"": ""i am concerned about violence in my neighborhood related to upcoming election."", ""i701_4"": ""i avoid using certain ways & going to certain areas that i think are dangerous."", ""i701_5"": ""my neighbourhood is overall peaceful."", ""i701_6"": ""the level of violence increased a lot compared to one year ago."", ""i701_7"": ""it is very likely that in the next 12 months i will become a victim of violence."", ""i701_8"": ""i heard weapons being fired in my neighbourhood in the last 12 months."", ""i701_9"": ""the police is doing a good job."", ""i702_1"": ""do you personally know anybody who / was verbally threatened"", ""i702_2"": ""was threathened with a cold weapon / do you personally know anybody who"", ""i702_3"": ""was attacked with a cold weapon / do you personally know anybody who"", ""i702_4"": ""was beaten/assaulted/kicked / do you personally know anybody who"", ""i702_5"": ""was injured or killed in gun shootings / do you personally know anybody who"", ""i702_6"": ""was physically forced to have sexual intercourse / do you personally know anybod"", ""i702_7"": ""was robbed / do you personally know anybody who"", ""i702_8"": ""was kidnapped/abducted / do you personally know anybody who"", ""i702_9"": ""I do not know anyone / do you personally know anybody who"", ""i702_a"": ""which of these experiences was the worst one?"", ""i703"": ""who was the person experiencing the harm?"", ""i703_a"": ""what was the gender of the referred person experiencing the harm?"", ""i704"": ""has the person suffered from any illness/other afflictions due to the experience"", ""i704_a"": ""do you know anyone in your comm. who was forcefully displaced in the last 12 m?"", ""pid"": ""individual code in 2013""}",23,[],[],[],[],[],[],"[""i701_6""]",no exact duplicate rows,0,,Metadata read successfully; no respondent values exported.
