country,context,variable_group,variables,denominator_values,missing_values,missing_rate,structural_missingness,ordinary_nonresponse_note,weight_status
Uzbekistan,remittance_group_0,household_size,hhsize,43915,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_0,age,,43915,43915,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_0,sex,,43915,43915,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_0,education,,43915,43915,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_0,children,l2cu_roster_member_count,43915,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_0,welfare_assets,wage_amount;aginc_amount;selfempinc_amount;otherinc_amount,175660,131499,0.7485995673460093,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_0,location_variables,,43915,43915,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_0,weight_variables,uzb_popw_unverified,43915,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_0,round_or_year,round,43915,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_0,merge_quality_flags,l2cu_roster_match;uzb_remittance_merge_quality,87830,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_1,outcome_items,uzb_fies_item_1;uzb_fies_item_2;uzb_fies_item_3;uzb_fies_item_4;uzb_fies_item_5;uzb_fies_item_6;uzb_fies_item_7;uzb_fies_item_8,25760,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_1,raw_score,uzb_fies_raw_score,3220,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_1,remittance_receipt,uzb_any_remittance,3220,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_1,remittance_amount,uzb_total_remittance_original,3220,33,0.010248447204968944,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_1,primary_shock,uzb_any_verified_shock,3220,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_1,secondary_shocks,uzb_work_loss_shock;uzb_major_health_or_death_shock;uzb_service_disruption,9660,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_1,household_size,hhsize,3220,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_1,age,,3220,3220,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_1,sex,,3220,3220,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_1,education,,3220,3220,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_1,children,l2cu_roster_member_count,3220,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_1,welfare_assets,wage_amount;aginc_amount;selfempinc_amount;otherinc_amount,12880,10458,0.8119565217391305,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_1,location_variables,,3220,3220,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_1,weight_variables,uzb_popw_unverified,3220,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_1,round_or_year,round,3220,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_1,merge_quality_flags,l2cu_roster_match;uzb_remittance_merge_quality,6440,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_<NA>,outcome_items,uzb_fies_item_1;uzb_fies_item_2;uzb_fies_item_3;uzb_fies_item_4;uzb_fies_item_5;uzb_fies_item_6;uzb_fies_item_7;uzb_fies_item_8,14320,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_<NA>,raw_score,uzb_fies_raw_score,1790,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_<NA>,remittance_receipt,uzb_any_remittance,1790,1790,1.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_<NA>,remittance_amount,uzb_total_remittance_original,1790,1790,1.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_<NA>,primary_shock,uzb_any_verified_shock,1790,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_<NA>,secondary_shocks,uzb_work_loss_shock;uzb_major_health_or_death_shock;uzb_service_disruption,5370,1383,0.25754189944134076,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_<NA>,household_size,hhsize,1790,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_<NA>,age,,1790,1790,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_<NA>,sex,,1790,1790,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_<NA>,education,,1790,1790,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_<NA>,children,l2cu_roster_member_count,1790,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_<NA>,welfare_assets,wage_amount;aginc_amount;selfempinc_amount;otherinc_amount,7160,5433,0.7587988826815643,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_<NA>,location_variables,,1790,1790,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_<NA>,weight_variables,uzb_popw_unverified,1790,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_<NA>,round_or_year,round,1790,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_<NA>,merge_quality_flags,l2cu_roster_match;uzb_remittance_merge_quality,3580,1383,0.3863128491620112,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_0,outcome_items,uzb_fies_item_1;uzb_fies_item_2;uzb_fies_item_3;uzb_fies_item_4;uzb_fies_item_5;uzb_fies_item_6;uzb_fies_item_7;uzb_fies_item_8,386264,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_0,raw_score,uzb_fies_raw_score,48283,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_0,remittance_receipt,uzb_any_remittance,48283,1776,0.036783132779653296,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_0,remittance_amount,uzb_total_remittance_original,48283,45138,0.9348632023693639,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_0,primary_shock,uzb_any_verified_shock,48283,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_0,secondary_shocks,uzb_work_loss_shock;uzb_major_health_or_death_shock;uzb_service_disruption,144849,1370,0.00945812535813157,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_0,household_size,hhsize,48283,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_0,age,,48283,48283,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_0,sex,,48283,48283,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_0,education,,48283,48283,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_0,children,l2cu_roster_member_count,48283,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_0,welfare_assets,wage_amount;aginc_amount;selfempinc_amount;otherinc_amount,193132,145423,0.7529720605596173,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_0,location_variables,,48283,48283,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_0,weight_variables,uzb_popw_unverified,48283,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_0,round_or_year,round,48283,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_0,merge_quality_flags,l2cu_roster_match;uzb_remittance_merge_quality,96566,1370,0.014187188037197358,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_1,outcome_items,uzb_fies_item_1;uzb_fies_item_2;uzb_fies_item_3;uzb_fies_item_4;uzb_fies_item_5;uzb_fies_item_6;uzb_fies_item_7;uzb_fies_item_8,5136,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_1,raw_score,uzb_fies_raw_score,642,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_1,remittance_receipt,uzb_any_remittance,642,14,0.021806853582554516,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_1,remittance_amount,uzb_total_remittance_original,642,600,0.9345794392523364,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_1,primary_shock,uzb_any_verified_shock,642,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_1,secondary_shocks,uzb_work_loss_shock;uzb_major_health_or_death_shock;uzb_service_disruption,1926,13,0.006749740394600207,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_1,household_size,hhsize,642,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_1,age,,642,642,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_1,sex,,642,642,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_1,education,,642,642,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_1,children,l2cu_roster_member_count,642,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_1,welfare_assets,wage_amount;aginc_amount;selfempinc_amount;otherinc_amount,2568,1967,0.7659657320872274,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_1,location_variables,,642,642,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_1,weight_variables,uzb_popw_unverified,642,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_1,round_or_year,round,642,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,shock_group_1,merge_quality_flags,l2cu_roster_match;uzb_remittance_merge_quality,1284,13,0.010124610591900311,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_49,outcome_items,uzb_fies_item_1;uzb_fies_item_2;uzb_fies_item_3;uzb_fies_item_4;uzb_fies_item_5;uzb_fies_item_6;uzb_fies_item_7;uzb_fies_item_8,11984,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_49,raw_score,uzb_fies_raw_score,1498,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_49,remittance_receipt,uzb_any_remittance,1498,52,0.03471295060080107,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_49,remittance_amount,uzb_total_remittance_original,1498,1369,0.9138851802403204,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_49,primary_shock,uzb_any_verified_shock,1498,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_49,secondary_shocks,uzb_work_loss_shock;uzb_major_health_or_death_shock;uzb_service_disruption,4494,38,0.008455718736092568,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_49,household_size,hhsize,1498,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_49,age,,1498,1498,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_49,sex,,1498,1498,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_49,education,,1498,1498,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_49,children,l2cu_roster_member_count,1498,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_49,welfare_assets,wage_amount;aginc_amount;selfempinc_amount;otherinc_amount,5992,4477,0.7471628838451269,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_49,location_variables,,1498,1498,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_49,weight_variables,uzb_popw_unverified,1498,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_49,round_or_year,round,1498,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_49,merge_quality_flags,l2cu_roster_match;uzb_remittance_merge_quality,2996,38,0.012683578104138851,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_50,outcome_items,uzb_fies_item_1;uzb_fies_item_2;uzb_fies_item_3;uzb_fies_item_4;uzb_fies_item_5;uzb_fies_item_6;uzb_fies_item_7;uzb_fies_item_8,11960,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_50,raw_score,uzb_fies_raw_score,1495,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_50,remittance_receipt,uzb_any_remittance,1495,53,0.03545150501672241,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_50,remittance_amount,uzb_total_remittance_original,1495,1399,0.9357859531772575,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_50,primary_shock,uzb_any_verified_shock,1495,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_50,secondary_shocks,uzb_work_loss_shock;uzb_major_health_or_death_shock;uzb_service_disruption,4485,40,0.008918617614269788,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_50,household_size,hhsize,1495,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_50,age,,1495,1495,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_50,sex,,1495,1495,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_50,education,,1495,1495,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_50,children,l2cu_roster_member_count,1495,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_50,welfare_assets,wage_amount;aginc_amount;selfempinc_amount;otherinc_amount,5980,4164,0.6963210702341137,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_50,location_variables,,1495,1495,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_50,weight_variables,uzb_popw_unverified,1495,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_50,round_or_year,round,1495,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_50,merge_quality_flags,l2cu_roster_match;uzb_remittance_merge_quality,2990,40,0.013377926421404682,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_51,outcome_items,uzb_fies_item_1;uzb_fies_item_2;uzb_fies_item_3;uzb_fies_item_4;uzb_fies_item_5;uzb_fies_item_6;uzb_fies_item_7;uzb_fies_item_8,11952,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_51,raw_score,uzb_fies_raw_score,1494,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_51,remittance_receipt,uzb_any_remittance,1494,50,0.03346720214190094,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_51,remittance_amount,uzb_total_remittance_original,1494,1401,0.9377510040160643,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_51,primary_shock,uzb_any_verified_shock,1494,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_51,secondary_shocks,uzb_work_loss_shock;uzb_major_health_or_death_shock;uzb_service_disruption,4482,41,0.009147701918786257,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_51,household_size,hhsize,1494,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_51,age,,1494,1494,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_51,sex,,1494,1494,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_51,education,,1494,1494,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_51,children,l2cu_roster_member_count,1494,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_51,welfare_assets,wage_amount;aginc_amount;selfempinc_amount;otherinc_amount,5976,4208,0.7041499330655957,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_51,location_variables,,1494,1494,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_51,weight_variables,uzb_popw_unverified,1494,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_51,round_or_year,round,1494,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_51,merge_quality_flags,l2cu_roster_match;uzb_remittance_merge_quality,2988,41,0.013721552878179385,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_52,outcome_items,uzb_fies_item_1;uzb_fies_item_2;uzb_fies_item_3;uzb_fies_item_4;uzb_fies_item_5;uzb_fies_item_6;uzb_fies_item_7;uzb_fies_item_8,11952,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_52,raw_score,uzb_fies_raw_score,1494,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_52,remittance_receipt,uzb_any_remittance,1494,50,0.03346720214190094,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_52,remittance_amount,uzb_total_remittance_original,1494,1413,0.9457831325301205,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_52,primary_shock,uzb_any_verified_shock,1494,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_52,secondary_shocks,uzb_work_loss_shock;uzb_major_health_or_death_shock;uzb_service_disruption,4482,42,0.009370816599732263,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_52,household_size,hhsize,1494,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_52,age,,1494,1494,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_52,sex,,1494,1494,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_52,education,,1494,1494,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_52,children,l2cu_roster_member_count,1494,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_52,welfare_assets,wage_amount;aginc_amount;selfempinc_amount;otherinc_amount,5976,4381,0.73309906291834,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_52,location_variables,,1494,1494,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_52,weight_variables,uzb_popw_unverified,1494,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_52,round_or_year,round,1494,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_52,merge_quality_flags,l2cu_roster_match;uzb_remittance_merge_quality,2988,42,0.014056224899598393,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_53,outcome_items,uzb_fies_item_1;uzb_fies_item_2;uzb_fies_item_3;uzb_fies_item_4;uzb_fies_item_5;uzb_fies_item_6;uzb_fies_item_7;uzb_fies_item_8,11928,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_53,raw_score,uzb_fies_raw_score,1491,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_53,remittance_receipt,uzb_any_remittance,1491,53,0.035546613011401745,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_53,remittance_amount,uzb_total_remittance_original,1491,1415,0.9490274983232729,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_53,primary_shock,uzb_any_verified_shock,1491,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_53,secondary_shocks,uzb_work_loss_shock;uzb_major_health_or_death_shock;uzb_service_disruption,4473,42,0.009389671361502348,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_53,household_size,hhsize,1491,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_53,age,,1491,1491,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_53,sex,,1491,1491,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_53,education,,1491,1491,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_53,children,l2cu_roster_member_count,1491,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_53,welfare_assets,wage_amount;aginc_amount;selfempinc_amount;otherinc_amount,5964,4462,0.7481556002682763,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_53,location_variables,,1491,1491,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_53,weight_variables,uzb_popw_unverified,1491,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_53,round_or_year,round,1491,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_53,merge_quality_flags,l2cu_roster_match;uzb_remittance_merge_quality,2982,42,0.014084507042253521,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_54,outcome_items,uzb_fies_item_1;uzb_fies_item_2;uzb_fies_item_3;uzb_fies_item_4;uzb_fies_item_5;uzb_fies_item_6;uzb_fies_item_7;uzb_fies_item_8,11928,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_54,raw_score,uzb_fies_raw_score,1491,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_54,remittance_receipt,uzb_any_remittance,1491,53,0.035546613011401745,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_54,remittance_amount,uzb_total_remittance_original,1491,1400,0.9389671361502347,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_54,primary_shock,uzb_any_verified_shock,1491,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_54,secondary_shocks,uzb_work_loss_shock;uzb_major_health_or_death_shock;uzb_service_disruption,4473,44,0.009836798569192935,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_54,household_size,hhsize,1491,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_54,age,,1491,1491,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_54,sex,,1491,1491,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_54,education,,1491,1491,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_54,children,l2cu_roster_member_count,1491,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_54,welfare_assets,wage_amount;aginc_amount;selfempinc_amount;otherinc_amount,5964,4494,0.7535211267605634,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_54,location_variables,,1491,1491,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_54,weight_variables,uzb_popw_unverified,1491,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_54,round_or_year,round,1491,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_54,merge_quality_flags,l2cu_roster_match;uzb_remittance_merge_quality,2982,44,0.014755197853789403,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_55,outcome_items,uzb_fies_item_1;uzb_fies_item_2;uzb_fies_item_3;uzb_fies_item_4;uzb_fies_item_5;uzb_fies_item_6;uzb_fies_item_7;uzb_fies_item_8,11920,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_55,raw_score,uzb_fies_raw_score,1490,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_55,remittance_receipt,uzb_any_remittance,1490,59,0.03959731543624161,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_55,remittance_amount,uzb_total_remittance_original,1490,1415,0.9496644295302014,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_55,primary_shock,uzb_any_verified_shock,1490,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_55,secondary_shocks,uzb_work_loss_shock;uzb_major_health_or_death_shock;uzb_service_disruption,4470,45,0.010067114093959731,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_55,household_size,hhsize,1490,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_55,age,,1490,1490,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,round_55,sex,,1490,1490,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
